Year,Geography,Measure,Value
1932,K02000001,accumulation,1087.3
1933,K02000001,accumulation,830.8
1934,K02000001,accumulation,1061.8
1935,K02000001,accumulation,1133.4
1936,K02000001,accumulation,1053.6
1937,K02000001,accumulation,1001.2
1938,K02000001,accumulation,1176.9
1939,K02000001,accumulation,1084.3
1940,K02000001,accumulation,1030.0
1941,K02000001,accumulation,936.8
1942,K02000001,accumulation,1019.9
1943,K02000001,accumulation,1067.0
1944,K02000001,accumulation,1076.6
1945,K02000001,accumulation,997.5
1946,K02000001,accumulation,1147.2
1947,K02000001,accumulation,973.8
1948,K02000001,accumulation,1193.1
1949,K02000001,accumulation,1030.9
1950,K02000001,accumulation,1188.0
1951,K02000001,accumulation,1185.5
1952,K02000001,accumulation,1001.2
1953,K02000001,accumulation,939.7
1954,K02000001,accumulation,1297.8
1955,K02000001,accumulation,882.2
1956,K02000001,accumulation,1025.5
1957,K02000001,accumulation,1089.4
1958,K02000001,accumulation,1114.9
1959,K02000001,accumulation,986.7
1960,K02000001,accumulation,1204.3
1961,K02000001,accumulation,1082.0
1962,K02000001,accumulation,1030.9
1963,K02000001,accumulation,1000.9
1964,K02000001,accumulation,918.6
1965,K02000001,accumulation,1138.8
1966,K02000001,accumulation,1187.8
1967,K02000001,accumulation,1204.2
1968,K02000001,accumulation,1071.9
1969,K02000001,accumulation,1002.4
1970,K02000001,accumulation,1120.5
1971,K02000001,accumulation,935.3
1972,K02000001,accumulation,986.4
1973,K02000001,accumulation,928.8
1974,K02000001,accumulation,1180.7
1975,K02000001,accumulation,921.4
1976,K02000001,accumulation,974.1
1977,K02000001,accumulation,1103.5
1978,K02000001,accumulation,1062.2
1979,K02000001,accumulation,1171.5
1980,K02000001,accumulation,1155.1
1981,K02000001,accumulation,1181.7
1982,K02000001,accumulation,1199.1
1983,K02000001,accumulation,1085.0
1984,K02000001,accumulation,1090.1
1985,K02000001,accumulation,1102.2
1986,K02000001,accumulation,1213.4
1987,K02000001,accumulation,1060.8
1988,K02000001,accumulation,1160.9
1989,K02000001,accumulation,1045.0
1990,K02000001,accumulation,1203.7
1991,K02000001,accumulation,1024.7
1992,K02000001,accumulation,1217.4
1993,K02000001,accumulation,1149.7
1994,K02000001,accumulation,1216.5
1995,K02000001,accumulation,1050.3
1996,K02000001,accumulation,935.2
1997,K02000001,accumulation,1048.7
1998,K02000001,accumulation,1298.4
1999,K02000001,accumulation,1271.8
2000,K02000001,accumulation,1372.5
2001,K02000001,accumulation,1049.3
2002,K02000001,accumulation,1280.3
2003,K02000001,accumulation,900.1
2004,K02000001,accumulation,1208.9
2005,K02000001,accumulation,1079.6
2006,K02000001,accumulation,1173.2
2007,K02000001,accumulation,1195.7
2008,K02000001,accumulation,1293.2
2009,K02000001,accumulation,1208.1
2010,K02000001,accumulation,945.4
2011,K02000001,accumulation,1162.6
2012,K02000001,accumulation,1329.6
2013,K02000001,accumulation,1084.0
2014,K02000001,accumulation,1292.8
2015,K02000001,accumulation,1265.3
2016,K02000001,accumulation,1096.5
2017,K02000001,accumulation,1118.4
2018,K02000001,accumulation,1053.5
2019,K02000001,accumulation,1232.2
2020,K02000001,accumulation,1334.1
2021,K02000001,accumulation,1104.4
2022,K02000001,accumulation,1090.4
1836,E92000001,accumulation,885.2
1837,E92000001,accumulation,746.5
1838,E92000001,accumulation,757.1
1839,E92000001,accumulation,918.1
1840,E92000001,accumulation,688.7
1841,E92000001,accumulation,965.0
1842,E92000001,accumulation,727.5
1843,E92000001,accumulation,829.0
1844,E92000001,accumulation,650.4
1845,E92000001,accumulation,800.6
1846,E92000001,accumulation,824.6
1847,E92000001,accumulation,742.4
1848,E92000001,accumulation,1009.0
1849,E92000001,accumulation,782.7
1850,E92000001,accumulation,702.2
1851,E92000001,accumulation,712.4
1852,E92000001,accumulation,1054.1
1853,E92000001,accumulation,780.3
1854,E92000001,accumulation,628.4
1855,E92000001,accumulation,660.9
1856,E92000001,accumulation,775.0
1857,E92000001,accumulation,736.4
1858,E92000001,accumulation,652.7
1859,E92000001,accumulation,814.8
1860,E92000001,accumulation,964.0
1861,E92000001,accumulation,753.4
1862,E92000001,accumulation,828.3
1863,E92000001,accumulation,771.9
1864,E92000001,accumulation,629.8
1865,E92000001,accumulation,821.2
1866,E92000001,accumulation,938.1
1867,E92000001,accumulation,795.5
1868,E92000001,accumulation,820.0
1869,E92000001,accumulation,839.3
1870,E92000001,accumulation,651.7
1871,E92000001,accumulation,777.1
1872,E92000001,accumulation,1155.9
1873,E92000001,accumulation,721.8
1874,E92000001,accumulation,746.7
1875,E92000001,accumulation,914.5
1876,E92000001,accumulation,934.4
1877,E92000001,accumulation,1008.5
1878,E92000001,accumulation,870.7
1879,E92000001,accumulation,866.1
1880,E92000001,accumulation,906.3
1881,E92000001,accumulation,868.3
1882,E92000001,accumulation,1015.9
1883,E92000001,accumulation,871.2
1884,E92000001,accumulation,695.6
1885,E92000001,accumulation,805.8
1886,E92000001,accumulation,913.9
1887,E92000001,accumulation,597.2
1888,E92000001,accumulation,781.9
1889,E92000001,accumulation,749.2
1890,E92000001,accumulation,725.5
1891,E92000001,accumulation,899.5
1892,E92000001,accumulation,756.2
1893,E92000001,accumulation,673.0
1894,E92000001,accumulation,867.9
1895,E92000001,accumulation,767.7
1896,E92000001,accumulation,747.6
1897,E92000001,accumulation,807.3
1898,E92000001,accumulation,693.9
1899,E92000001,accumulation,755.7
1900,E92000001,accumulation,872.1
1901,E92000001,accumulation,693.7
1902,E92000001,accumulation,675.5
1903,E92000001,accumulation,1043.3
1904,E92000001,accumulation,717.0
1905,E92000001,accumulation,675.9
1906,E92000001,accumulation,807.1
1907,E92000001,accumulation,810.6
1908,E92000001,accumulation,717.4
1909,E92000001,accumulation,848.1
1910,E92000001,accumulation,899.3
1911,E92000001,accumulation,760.0
1912,E92000001,accumulation,1001.9
1913,E92000001,accumulation,769.9
1914,E92000001,accumulation,868.3
1915,E92000001,accumulation,884.9
1916,E92000001,accumulation,926.6
1917,E92000001,accumulation,784.1
1918,E92000001,accumulation,857.2
1919,E92000001,accumulation,835.6
1920,E92000001,accumulation,843.7
1921,E92000001,accumulation,559.4
1922,E92000001,accumulation,842.2
1923,E92000001,accumulation,893.2
1924,E92000001,accumulation,956.3
1925,E92000001,accumulation,846.9
1926,E92000001,accumulation,812.3
1927,E92000001,accumulation,982.0
1928,E92000001,accumulation,911.1
1929,E92000001,accumulation,794.9
1930,E92000001,accumulation,933.5
1931,E92000001,accumulation,880.9
1932,E92000001,accumulation,824.4
1933,E92000001,accumulation,650.7
1934,E92000001,accumulation,758.6
1935,E92000001,accumulation,902.5
1936,E92000001,accumulation,868.8
1937,E92000001,accumulation,875.0
1938,E92000001,accumulation,803.6
1939,E92000001,accumulation,912.5
1940,E92000001,accumulation,809.0
1941,E92000001,accumulation,769.9
1942,E92000001,accumulation,752.2
1943,E92000001,accumulation,749.7
1944,E92000001,accumulation,813.6
1945,E92000001,accumulation,743.3
1946,E92000001,accumulation,954.7
1947,E92000001,accumulation,727.9
1948,E92000001,accumulation,858.2
1949,E92000001,accumulation,711.3
1950,E92000001,accumulation,907.8
1951,E92000001,accumulation,986.6
1952,E92000001,accumulation,795.6
1953,E92000001,accumulation,677.9
1954,E92000001,accumulation,985.3
1955,E92000001,accumulation,694.2
1956,E92000001,accumulation,782.7
1957,E92000001,accumulation,811.3
1958,E92000001,accumulation,936.5
1959,E92000001,accumulation,732.3
1960,E92000001,accumulation,1062.3
1961,E92000001,accumulation,803.9
1962,E92000001,accumulation,730.8
1963,E92000001,accumulation,791.7
1964,E92000001,accumulation,653.6
1965,E92000001,accumulation,918.8
1966,E92000001,accumulation,949.3
1967,E92000001,accumulation,908.9
1968,E92000001,accumulation,903.3
1969,E92000001,accumulation,821.7
1970,E92000001,accumulation,833.0
1971,E92000001,accumulation,732.1
1972,E92000001,accumulation,779.5
1973,E92000001,accumulation,666.7
1974,E92000001,accumulation,919.8
1975,E92000001,accumulation,688.3
1976,E92000001,accumulation,731.7
1977,E92000001,accumulation,846.9
1978,E92000001,accumulation,817.4
1979,E92000001,accumulation,905.7
1980,E92000001,accumulation,885.3
1981,E92000001,accumulation,911.8
1982,E92000001,accumulation,878.1
1983,E92000001,accumulation,800.5
1984,E92000001,accumulation,834.1
1985,E92000001,accumulation,809.2
1986,E92000001,accumulation,905.5
1987,E92000001,accumulation,846.7
1988,E92000001,accumulation,842.2
1989,E92000001,accumulation,736.7
1990,E92000001,accumulation,755.2
1991,E92000001,accumulation,719.0
1992,E92000001,accumulation,873.8
1993,E92000001,accumulation,903.8
1994,E92000001,accumulation,913.9
1995,E92000001,accumulation,751.8
1996,E92000001,accumulation,676.9
1997,E92000001,accumulation,783.1
1998,E92000001,accumulation,966.5
1999,E92000001,accumulation,935.5
2000,E92000001,accumulation,1109.1
2001,E92000001,accumulation,862.5
2002,E92000001,accumulation,1006.4
2003,E92000001,accumulation,674.3
2004,E92000001,accumulation,890.4
2005,E92000001,accumulation,745.7
2006,E92000001,accumulation,845.1
2007,E92000001,accumulation,933.3
2008,E92000001,accumulation,981.4
2009,E92000001,accumulation,874.6
2010,E92000001,accumulation,726.5
2011,E92000001,accumulation,712.8
2012,E92000001,accumulation,1125.9
2013,E92000001,accumulation,813.0
2014,E92000001,accumulation,983.4
2015,E92000001,accumulation,867.0
2016,E92000001,accumulation,822.9
2017,E92000001,accumulation,825.2
2018,E92000001,accumulation,795.2
2019,E92000001,accumulation,979.3
2020,E92000001,accumulation,989.6
2021,E92000001,accumulation,877.1
2022,E92000001,accumulation,778.3
1836,W92000004,accumulation,1438.3
1837,W92000004,accumulation,1227.4
1838,W92000004,accumulation,1258.9
1839,W92000004,accumulation,1543.1
1840,W92000004,accumulation,1195.6
1841,W92000004,accumulation,1624.0
1842,W92000004,accumulation,1243.9
1843,W92000004,accumulation,1255.5
1844,W92000004,accumulation,957.3
1845,W92000004,accumulation,1235.9
1846,W92000004,accumulation,1253.2
1847,W92000004,accumulation,1297.5
1848,W92000004,accumulation,1526.9
1849,W92000004,accumulation,1201.5
1850,W92000004,accumulation,1083.3
1851,W92000004,accumulation,1199.2
1852,W92000004,accumulation,1783.3
1853,W92000004,accumulation,1147.9
1854,W92000004,accumulation,999.4
1855,W92000004,accumulation,941.7
1856,W92000004,accumulation,1194.3
1857,W92000004,accumulation,1175.9
1858,W92000004,accumulation,1090.2
1859,W92000004,accumulation,1398.6
1860,W92000004,accumulation,1493.9
1861,W92000004,accumulation,1273.7
1862,W92000004,accumulation,1354.6
1863,W92000004,accumulation,1268.7
1864,W92000004,accumulation,1025.7
1865,W92000004,accumulation,1223.1
1866,W92000004,accumulation,1457.1
1867,W92000004,accumulation,1267.4
1868,W92000004,accumulation,1325.4
1869,W92000004,accumulation,1399.0
1870,W92000004,accumulation,1164.1
1871,W92000004,accumulation,1238.0
1872,W92000004,accumulation,1986.4
1873,W92000004,accumulation,1189.7
1874,W92000004,accumulation,1366.8
1875,W92000004,accumulation,1445.7
1876,W92000004,accumulation,1479.6
1877,W92000004,accumulation,1723.4
1878,W92000004,accumulation,1340.9
1879,W92000004,accumulation,1328.1
1880,W92000004,accumulation,1348.1
1881,W92000004,accumulation,1297.9
1882,W92000004,accumulation,1699.4
1883,W92000004,accumulation,1409.7
1884,W92000004,accumulation,1299.9
1885,W92000004,accumulation,1327.1
1886,W92000004,accumulation,1543.4
1887,W92000004,accumulation,963.1
1888,W92000004,accumulation,1248.4
1889,W92000004,accumulation,1108.7
1890,W92000004,accumulation,1174.8
1891,W92000004,accumulation,1516.8
1892,W92000004,accumulation,1096.1
1893,W92000004,accumulation,1110.6
1894,W92000004,accumulation,1410.3
1895,W92000004,accumulation,1164.3
1896,W92000004,accumulation,1178.9
1897,W92000004,accumulation,1376.9
1898,W92000004,accumulation,1241.2
1899,W92000004,accumulation,1237.5
1900,W92000004,accumulation,1391.9
1901,W92000004,accumulation,1185.0
1902,W92000004,accumulation,1068.5
1903,W92000004,accumulation,1755.9
1904,W92000004,accumulation,1180.2
1905,W92000004,accumulation,1112.8
1906,W92000004,accumulation,1325.1
1907,W92000004,accumulation,1291.9
1908,W92000004,accumulation,1270.0
1909,W92000004,accumulation,1268.1
1910,W92000004,accumulation,1514.6
1911,W92000004,accumulation,1285.8
1912,W92000004,accumulation,1543.4
1913,W92000004,accumulation,1411.3
1914,W92000004,accumulation,1438.3
1915,W92000004,accumulation,1340.2
1916,W92000004,accumulation,1376.9
1917,W92000004,accumulation,1252.5
1918,W92000004,accumulation,1486.9
1919,W92000004,accumulation,1272.1
1920,W92000004,accumulation,1617.3
1921,W92000004,accumulation,1066.5
1922,W92000004,accumulation,1305.4
1923,W92000004,accumulation,1558.4
1924,W92000004,accumulation,1567.1
1925,W92000004,accumulation,1367.8
1926,W92000004,accumulation,1295.8
1927,W92000004,accumulation,1570.2
1928,W92000004,accumulation,1647.8
1929,W92000004,accumulation,1438.3
1930,W92000004,accumulation,1572.6
1931,W92000004,accumulation,1449.0
1932,W92000004,accumulation,1373.5
1933,W92000004,accumulation,993.2
1934,W92000004,accumulation,1286.3
1935,W92000004,accumulation,1407.9
1936,W92000004,accumulation,1392.1
1937,W92000004,accumulation,1188.9
1938,W92000004,accumulation,1413.7
1939,W92000004,accumulation,1455.6
1940,W92000004,accumulation,1298.0
1941,W92000004,accumulation,1123.7
1942,W92000004,accumulation,1258.9
1943,W92000004,accumulation,1374.4
1944,W92000004,accumulation,1328.1
1945,W92000004,accumulation,1259.4
1946,W92000004,accumulation,1564.5
1947,W92000004,accumulation,1247.7
1948,W92000004,accumulation,1556.1
1949,W92000004,accumulation,1233.7
1950,W92000004,accumulation,1567.3
1951,W92000004,accumulation,1541.1
1952,W92000004,accumulation,1295.8
1953,W92000004,accumulation,1185.7
1954,W92000004,accumulation,1766.1
1955,W92000004,accumulation,1152.5
1956,W92000004,accumulation,1186.4
1957,W92000004,accumulation,1475.7
1958,W92000004,accumulation,1490.6
1959,W92000004,accumulation,1355.9
1960,W92000004,accumulation,1721.3
1961,W92000004,accumulation,1364.1
1962,W92000004,accumulation,1259.5
1963,W92000004,accumulation,1234.1
1964,W92000004,accumulation,1116.0
1965,W92000004,accumulation,1497.0
1966,W92000004,accumulation,1508.2
1967,W92000004,accumulation,1593.5
1968,W92000004,accumulation,1365.9
1969,W92000004,accumulation,1271.8
1970,W92000004,accumulation,1472.3
1971,W92000004,accumulation,1191.8
1972,W92000004,accumulation,1413.1
1973,W92000004,accumulation,1147.1
1974,W92000004,accumulation,1613.4
1975,W92000004,accumulation,1122.7
1976,W92000004,accumulation,1126.1
1977,W92000004,accumulation,1462.7
1978,W92000004,accumulation,1277.3
1979,W92000004,accumulation,1494.8
1980,W92000004,accumulation,1460.5
1981,W92000004,accumulation,1538.9
1982,W92000004,accumulation,1548.5
1983,W92000004,accumulation,1410.0
1984,W92000004,accumulation,1333.8
1985,W92000004,accumulation,1408.3
1986,W92000004,accumulation,1568.6
1987,W92000004,accumulation,1362.3
1988,W92000004,accumulation,1480.6
1989,W92000004,accumulation,1348.3
1990,W92000004,accumulation,1390.1
1991,W92000004,accumulation,1296.5
1992,W92000004,accumulation,1469.4
1993,W92000004,accumulation,1428.2
1994,W92000004,accumulation,1634.0
1995,W92000004,accumulation,1248.7
1996,W92000004,accumulation,1196.2
1997,W92000004,accumulation,1311.7
1998,W92000004,accumulation,1714.3
1999,W92000004,accumulation,1640.0
2000,W92000004,accumulation,1885.3
2001,W92000004,accumulation,1349.5
2002,W92000004,accumulation,1627.9
2003,W92000004,accumulation,1139.4
2004,W92000004,accumulation,1487.8
2005,W92000004,accumulation,1303.5
2006,W92000004,accumulation,1470.2
2007,W92000004,accumulation,1486.2
2008,W92000004,accumulation,1665.1
2009,W92000004,accumulation,1497.0
2010,W92000004,accumulation,1128.9
2011,W92000004,accumulation,1288.6
2012,W92000004,accumulation,1702.5
2013,W92000004,accumulation,1343.1
2014,W92000004,accumulation,1551.6
2015,W92000004,accumulation,1569.4
2016,W92000004,accumulation,1371.1
2017,W92000004,accumulation,1413.3
2018,W92000004,accumulation,1369.2
2019,W92000004,accumulation,1603.4
2020,W92000004,accumulation,1746.9
2021,W92000004,accumulation,1497.2
2022,W92000004,accumulation,1296.4
1836,S92000003,accumulation,1500.6
1837,S92000003,accumulation,1134.2
1838,S92000003,accumulation,1173.1
1839,S92000003,accumulation,1198.3
1840,S92000003,accumulation,1131.7
1841,S92000003,accumulation,1273.6
1842,S92000003,accumulation,1139.2
1843,S92000003,accumulation,1208.5
1844,S92000003,accumulation,1081.6
1845,S92000003,accumulation,1340.2
1846,S92000003,accumulation,1405.8
1847,S92000003,accumulation,1244.2
1848,S92000003,accumulation,1380.8
1849,S92000003,accumulation,1242.3
1850,S92000003,accumulation,1300.6
1851,S92000003,accumulation,1140.8
1852,S92000003,accumulation,1452.1
1853,S92000003,accumulation,1159.9
1854,S92000003,accumulation,1336.0
1855,S92000003,accumulation,954.6
1856,S92000003,accumulation,1145.1
1857,S92000003,accumulation,1156.0
1858,S92000003,accumulation,1190.1
1859,S92000003,accumulation,1353.5
1860,S92000003,accumulation,1244.4
1861,S92000003,accumulation,1489.5
1862,S92000003,accumulation,1484.0
1863,S92000003,accumulation,1570.6
1864,S92000003,accumulation,1352.7
1865,S92000003,accumulation,1164.5
1866,S92000003,accumulation,1501.7
1867,S92000003,accumulation,1330.5
1868,S92000003,accumulation,1661.9
1869,S92000003,accumulation,1365.8
1870,S92000003,accumulation,1093.3
1871,S92000003,accumulation,1251.8
1872,S92000003,accumulation,1766.0
1873,S92000003,accumulation,1412.9
1874,S92000003,accumulation,1465.4
1875,S92000003,accumulation,1304.4
1876,S92000003,accumulation,1410.1
1877,S92000003,accumulation,1747.8
1878,S92000003,accumulation,1241.3
1879,S92000003,accumulation,1186.9
1880,S92000003,accumulation,1181.4
1881,S92000003,accumulation,1270.9
1882,S92000003,accumulation,1518.2
1883,S92000003,accumulation,1467.6
1884,S92000003,accumulation,1475.0
1885,S92000003,accumulation,1302.2
1886,S92000003,accumulation,1275.5
1887,S92000003,accumulation,1120.8
1888,S92000003,accumulation,1273.3
1889,S92000003,accumulation,1169.8
1890,S92000003,accumulation,1441.1
1891,S92000003,accumulation,1363.3
1892,S92000003,accumulation,1305.5
1893,S92000003,accumulation,1342.5
1894,S92000003,accumulation,1415.2
1895,S92000003,accumulation,1222.6
1896,S92000003,accumulation,1319.8
1897,S92000003,accumulation,1303.3
1898,S92000003,accumulation,1508.6
1899,S92000003,accumulation,1379.9
1900,S92000003,accumulation,1531.9
1901,S92000003,accumulation,1217.2
1902,S92000003,accumulation,1153.7
1903,S92000003,accumulation,1741.7
1904,S92000003,accumulation,1304.5
1905,S92000003,accumulation,1308.6
1906,S92000003,accumulation,1432.8
1907,S92000003,accumulation,1353.8
1908,S92000003,accumulation,1319.5
1909,S92000003,accumulation,1292.2
1910,S92000003,accumulation,1407.5
1911,S92000003,accumulation,1371.2
1912,S92000003,accumulation,1494.1
1913,S92000003,accumulation,1304.0
1914,S92000003,accumulation,1411.5
1915,S92000003,accumulation,1257.4
1916,S92000003,accumulation,1555.1
1917,S92000003,accumulation,1337.7
1918,S92000003,accumulation,1435.1
1919,S92000003,accumulation,1251.8
1920,S92000003,accumulation,1463.9
1921,S92000003,accumulation,1388.8
1922,S92000003,accumulation,1282.4
1923,S92000003,accumulation,1621.0
1924,S92000003,accumulation,1390.8
1925,S92000003,accumulation,1325.1
1926,S92000003,accumulation,1479.2
1927,S92000003,accumulation,1481.5
1928,S92000003,accumulation,1656.7
1929,S92000003,accumulation,1357.0
1930,S92000003,accumulation,1448.3
1931,S92000003,accumulation,1378.8
1932,S92000003,accumulation,1461.2
1933,S92000003,accumulation,1095.7
1934,S92000003,accumulation,1498.3
1935,S92000003,accumulation,1461.9
1936,S92000003,accumulation,1257.3
1937,S92000003,accumulation,1153.6
1938,S92000003,accumulation,1731.9
1939,S92000003,accumulation,1281.4
1940,S92000003,accumulation,1304.7
1941,S92000003,accumulation,1161.6
1942,S92000003,accumulation,1373.5
1943,S92000003,accumulation,1509.0
1944,S92000003,accumulation,1437.3
1945,S92000003,accumulation,1347.3
1946,S92000003,accumulation,1359.6
1947,S92000003,accumulation,1288.4
1948,S92000003,accumulation,1660.1
1949,S92000003,accumulation,1510.2
1950,S92000003,accumulation,1544.1
1951,S92000003,accumulation,1438.4
1952,S92000003,accumulation,1274.8
1953,S92000003,accumulation,1325.4
1954,S92000003,accumulation,1693.6
1955,S92000003,accumulation,1108.2
1956,S92000003,accumulation,1386.4
1957,S92000003,accumulation,1446.7
1958,S92000003,accumulation,1298.4
1959,S92000003,accumulation,1317.2
1960,S92000003,accumulation,1303.8
1961,S92000003,accumulation,1467.2
1962,S92000003,accumulation,1472.5
1963,S92000003,accumulation,1272.7
1964,S92000003,accumulation,1293.7
1965,S92000003,accumulation,1406.0
1966,S92000003,accumulation,1485.9
1967,S92000003,accumulation,1594.0
1968,S92000003,accumulation,1272.1
1969,S92000003,accumulation,1233.8
1970,S92000003,accumulation,1503.5
1971,S92000003,accumulation,1212.5
1972,S92000003,accumulation,1208.6
1973,S92000003,accumulation,1302.5
1974,S92000003,accumulation,1512.3
1975,S92000003,accumulation,1270.6
1976,S92000003,accumulation,1324.1
1977,S92000003,accumulation,1441.0
1978,S92000003,accumulation,1402.7
1979,S92000003,accumulation,1532.2
1980,S92000003,accumulation,1519.2
1981,S92000003,accumulation,1528.7
1982,S92000003,accumulation,1646.9
1983,S92000003,accumulation,1495.3
1984,S92000003,accumulation,1456.3
1985,S92000003,accumulation,1503.4
1986,S92000003,accumulation,1636.7
1987,S92000003,accumulation,1350.8
1988,S92000003,accumulation,1593.4
1989,S92000003,accumulation,1489.1
1990,S92000003,accumulation,1892.1
1991,S92000003,accumulation,1461.2
1992,S92000003,accumulation,1731.6
1993,S92000003,accumulation,1484.3
1994,S92000003,accumulation,1621.3
1995,S92000003,accumulation,1492.8
1996,S92000003,accumulation,1270.2
1997,S92000003,accumulation,1423.4
1998,S92000003,accumulation,1747.9
1999,S92000003,accumulation,1739.7
2000,S92000003,accumulation,1700.3
2001,S92000003,accumulation,1308.0
2002,S92000003,accumulation,1620.7
2003,S92000003,accumulation,1207.2
2004,S92000003,accumulation,1687.8
2005,S92000003,accumulation,1578.6
2006,S92000003,accumulation,1644.0
2007,S92000003,accumulation,1575.8
2008,S92000003,accumulation,1717.8
2009,S92000003,accumulation,1678.7
2010,S92000003,accumulation,1244.2
2011,S92000003,accumulation,1862.7
2012,S92000003,accumulation,1596.2
2013,S92000003,accumulation,1458.1
2014,S92000003,accumulation,1739.7
2015,S92000003,accumulation,1840.1
2016,S92000003,accumulation,1488.4
2017,S92000003,accumulation,1522.9
2018,S92000003,accumulation,1395.4
2019,S92000003,accumulation,1558.9
2020,S92000003,accumulation,1801.7
2021,S92000003,accumulation,1387.4
2022,S92000003,accumulation,1552.1
1836,N92000002,accumulation,777.2
1837,N92000002,accumulation,687.3
1838,N92000002,accumulation,825.1
1839,N92000002,accumulation,956.2
1840,N92000002,accumulation,963.6
1841,N92000002,accumulation,983.7
1842,N92000002,accumulation,1078.8
1843,N92000002,accumulation,1124.2
1844,N92000002,accumulation,921.0
1845,N92000002,accumulation,1109.2
1846,N92000002,accumulation,1066.1
1847,N92000002,accumulation,941.0
1848,N92000002,accumulation,1136.5
1849,N92000002,accumulation,1156.3
1850,N92000002,accumulation,1101.5
1851,N92000002,accumulation,982.4
1852,N92000002,accumulation,1269.2
1853,N92000002,accumulation,915.1
1854,N92000002,accumulation,915.8
1855,N92000002,accumulation,802.9
1856,N92000002,accumulation,799.6
1857,N92000002,accumulation,843.9
1858,N92000002,accumulation,883.8
1859,N92000002,accumulation,899.9
1860,N92000002,accumulation,1041.0
1861,N92000002,accumulation,1087.7
1862,N92000002,accumulation,1115.3
1863,N92000002,accumulation,1052.4
1864,N92000002,accumulation,886.4
1865,N92000002,accumulation,1019.9
1866,N92000002,accumulation,1118.2
1867,N92000002,accumulation,1086.0
1868,N92000002,accumulation,1014.9
1869,N92000002,accumulation,1011.6
1870,N92000002,accumulation,959.8
1871,N92000002,accumulation,984.4
1872,N92000002,accumulation,1416.0
1873,N92000002,accumulation,959.4
1874,N92000002,accumulation,1012.4
1875,N92000002,accumulation,1039.9
1876,N92000002,accumulation,1186.9
1877,N92000002,accumulation,1321.5
